Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Price_USD,Delay_Minutes,Weather_Impact
American Airlines,JFK,DEN,24/7/2024 13:27,194,On-time,199.60,5,0
United,LAX,SEA,16/6/2023 16:45,146,On-time,268.24,14,0
United,DEN,DEN,11/4/2024 6:04,208,On-time,226.78,2,0
United,SEA,DFW,21/2/2024 4:10,93,On-time,369.45,16,0
American Airlines,DFW,ORD,2/8/2023 4:07,205,Delayed,314.30,6,0
United,SFO,SEA,1/3/2025 1:57,242,On-time,439.26,0,1
American Airlines,ATL,DEN,26/3/2025 1:57,132,On-time,240.55,3,0
Delta,SFO,SEA,6/1/2024 5:53,171,Cancelled,295.55,2,0
Delta,ATL,DFW,18/5/2024 23:48,246,On-time,439.56,4,1
Southwest,DEN,JFK,3/6/2023 18:07,170,On-time,551.60,25,0
American Airlines,JFK,LAX,1/8/2024 17:39,248,Cancelled,437.78,9,1
United,LAX,DFW,21/2/2024 15:18,180,On-time,330.17,7,0
United,ATL,SEA,5/4/2025 7:08,134,Cancelled,242.33,2,0
United,ATL,ATL,12/2/2025 12:59,160,Delayed,430.33,55,0
American Airlines,DEN,JFK,31/5/2023 6:38,146,On-time,324.61,5,0
United,SFO,DFW,21/9/2024 3:18,150,On-time,417.73,13,0
Southwest,SFO,DFW,27/7/2023 0:27,184,On-time,431.35,2,0
JetBlue,JFK,JFK,9/11/2024 20:01,216,Delayed,437.18,18,0
American Airlines,DFW,LAX,22/3/2025 13:22,111,On-time,585.42,11,0
JetBlue,DEN,ATL,20/4/2025 7:55,130,Delayed,450.78,9,0
Delta,ORD,ATL,9/8/2023 12:32,169,On-time,326.84,5,0
United,ATL,DEN,19/12/2023 11:22,127,Delayed,320.36,9,0
Southwest,ATL,JFK,23/10/2023 17:21,317,On-time,191.11,17,0
Delta,LAX,ORD,30/4/2023 3:21,111,On-time,326.80,3,0
United,SEA,DEN,28/4/2023 15:20,102,Cancelled,377.69,1,0
JetBlue,ATL,JFK,14/7/2023 17:15,264,On-time,535.31,3,0
American Airlines,DEN,SEA,1/5/2023 2:52,131,Cancelled,287.21,5,0
United,SEA,DEN,8/4/2025 0:27,263,On-time,407.48,12,0
United,DFW,SFO,20/6/2023 3:07,163,Delayed,385.26,2,0
Southwest,DEN,LAX,17/3/2025 21:49,290,On-time,287.98,5,0
United,DFW,DFW,23/4/2024 4:37,42,On-time,437.44,13,0
Delta,JFK,ATL,24/9/2023 13:13,92,On-time,392.75,11,1
Southwest,JFK,SFO,11/2/2024 14:58,266,On-time,393.05,22,0
JetBlue,SEA,LAX,9/7/2024 13:02,177,On-time,344.06,2,0
Southwest,JFK,SFO,10/4/2025 18:36,260,Delayed,365.12,1,0
Southwest,SFO,DEN,5/3/2025 9:33,157,On-time,366.01,2,0
United,SFO,SFO,3/7/2023 17:25,147,On-time,244.74,1,0
Delta,DEN,LAX,24/5/2024 12:05,218,Delayed,410.86,6,0
Southwest,SFO,SEA,7/6/2024 7:08,211,On-time,386.95,0,1
Southwest,SEA,ORD,3/6/2023 13:37,124,On-time,358.93,10,0
JetBlue,JFK,DFW,17/9/2023 18:12,211,Delayed,505.71,8,0
Southwest,ORD,ORD,5/1/2024 18:43,86,On-time,413.98,5,1
Southwest,DFW,SEA,23/9/2024 21:38,219,On-time,388.16,10,0
American Airlines,SEA,LAX,3/12/2024 17:28,269,On-time,830.44,18,1
Southwest,DEN,SEA,8/10/2023 16:25,193,On-time,507.04,5,0
JetBlue,DFW,ORD,11/6/2023 10:56,223,On-time,405.94,4,0
Southwest,DEN,LAX,1/10/2024 20:12,138,On-time,331.48,3,1
American Airlines,SEA,SEA,19/6/2024 1:01,201,On-time,384.74,39,0
JetBlue,SFO,ORD,7/8/2023 6:43,175,On-time,237.39,1,0
United,SFO,LAX,13/10/2024 11:07,160,On-time,321.20,14,0
American Airlines,SEA,ATL,6/5/2023 1:02,238,On-time,393.43,18,0
United,DFW,LAX,5/3/2024 16:26,141,On-time,458.98,8,0
Southwest,ORD,DFW,1/7/2024 16:46,183,On-time,262.69,1,0
United,SEA,LAX,16/8/2023 16:42,149,On-time,360.88,13,0
Delta,LAX,ATL,1/10/2023 22:55,97,On-time,203.41,16,0
United,ORD,ORD,22/10/2024 19:57,220,On-time,426.94,10,0
Delta,ORD,SFO,17/8/2023 15:44,165,On-time,357.12,6,0
American Airlines,LAX,SFO,15/6/2023 15:18,237,On-time,417.88,35,0
Southwest,ATL,ATL,31/5/2023 10:11,180,On-time,328.02,0,0
JetBlue,SEA,ORD,4/4/2024 8:45,166,On-time,340.61,17,1
American Airlines,JFK,SFO,2/5/2023 16:53,97,Delayed,286.42,4,0
Delta,DEN,DFW,23/2/2025 12:25,91,On-time,331.38,4,0
JetBlue,ORD,SEA,13/10/2023 22:44,157,On-time,257.83,18,0
United,SFO,ATL,1/5/2024 10:23,181,On-time,422.02,2,1
Delta,ATL,ORD,24/1/2025 2:57,155,On-time,312.59,21,0
American Airlines,SFO,DEN,23/5/2024 11:00,188,On-time,385.71,20,1
Delta,JFK,JFK,4/10/2024 19:32,164,On-time,375.34,0,0
United,ORD,JFK,5/8/2023 1:06,197,Delayed,351.55,4,0
Delta,ATL,DFW,17/9/2024 18:21,148,Delayed,340.58,22,0
American Airlines,DFW,DEN,17/1/2025 17:10,157,On-time,557.71,24,1
American Airlines,SEA,JFK,25/12/2024 5:48,173,On-time,422.91,5,0
Southwest,LAX,DEN,24/2/2024 0:43,100,On-time,306.27,32,1
JetBlue,ATL,ORD,4/12/2024 23:37,189,Delayed,355.16,3,0
American Airlines,SEA,LAX,27/1/2024 7:15,174,On-time,411.66,7,0
American Airlines,JFK,JFK,9/4/2025 23:03,113,On-time,224.95,16,0
American Airlines,LAX,SFO,30/6/2023 5:48,162,On-time,272.38,30,0
Delta,ORD,DFW,4/9/2024 12:04,109,On-time,417.01,20,1
American Airlines,JFK,SFO,17/1/2024 12:49,228,On-time,229.54,5,0
Southwest,ATL,DFW,14/11/2024 2:33,112,On-time,391.96,48,0
JetBlue,ORD,ATL,21/9/2024 16:29,196,On-time,421.58,0,0
JetBlue,DEN,DFW,5/5/2024 7:56,179,On-time,353.92,4,0
American Airlines,ORD,ATL,8/8/2023 23:43,222,Delayed,375.46,24,0
JetBlue,JFK,ATL,22/6/2023 2:55,205,On-time,556.00,19,0
American Airlines,DEN,JFK,22/2/2025 9:38,149,On-time,323.41,1,1
United,DEN,LAX,29/11/2024 14:21,163,Delayed,429.21,2,0
Delta,DEN,JFK,23/12/2023 10:39,217,Cancelled,300.47,9,0
American Airlines,LAX,LAX,6/6/2023 23:56,124,On-time,514.18,5,0
Southwest,DEN,LAX,13/6/2023 22:24,154,On-time,391.51,2,0
Southwest,DFW,DFW,3/4/2024 23:39,190,On-time,393.87,30,0
United,ORD,DEN,3/12/2024 13:48,183,Delayed,286.98,6,0
Delta,ORD,LAX,5/5/2023 17:00,126,Delayed,287.23,19,1
Delta,LAX,SEA,5/6/2024 1:51,172,On-time,392.55,2,1
Delta,ORD,LAX,22/7/2023 0:36,118,On-time,162.45,1,1
Delta,ATL,ORD,30/7/2024 4:21,254,On-time,321.34,5,1
United,LAX,ORD,6/11/2023 15:44,141,On-time,253.90,4,0
Southwest,DEN,DEN,12/9/2024 14:32,187,On-time,368.48,10,0
Southwest,ORD,SEA,28/4/2024 15:43,165,Delayed,341.87,14,0
JetBlue,DEN,DEN,8/2/2025 5:23,203,On-time,195.81,7,1
American Airlines,ATL,LAX,19/10/2024 13:55,214,On-time,439.52,22,0
United,DEN,SEA,1/11/2024 11:16,226,Delayed,520.80,1,0
JetBlue,SFO,SEA,10/9/2024 14:31,205,On-time,306.81,8,0
American Airlines,SEA,LAX,1/8/2023 8:57,217,On-time,498.67,49,0
Delta,ATL,SFO,13/12/2024 22:30,175,Delayed,357.83,2,0
Southwest,JFK,SFO,6/12/2023 21:26,63,On-time,393.45,15,0
Southwest,ORD,DFW,7/3/2024 18:05,207,On-time,299.70,1,0
American Airlines,ORD,SEA,10/6/2024 13:34,192,On-time,176.61,22,0
United,SFO,ATL,13/3/2025 14:45,126,On-time,380.65,31,0
JetBlue,SEA,ATL,14/12/2024 19:27,154,On-time,380.45,8,1
JetBlue,SEA,LAX,31/5/2023 16:48,197,On-time,419.87,11,0
JetBlue,JFK,ATL,3/10/2023 21:42,167,On-time,382.68,21,0
JetBlue,LAX,DEN,23/11/2024 11:24,192,Cancelled,354.66,2,0
United,LAX,ORD,10/11/2024 8:08,136,On-time,199.41,5,0
Southwest,DFW,SFO,1/7/2024 18:21,178,On-time,148.86,5,0
Southwest,ORD,SFO,15/1/2025 6:41,134,On-time,501.54,15,0
Southwest,SEA,DFW,19/6/2023 15:04,207,On-time,498.48,23,0
JetBlue,DEN,DFW,17/10/2024 21:10,232,Delayed,523.33,6,0
Southwest,DEN,SFO,11/9/2023 9:06,227,On-time,212.51,22,1
United,JFK,SEA,26/11/2023 1:33,139,On-time,284.25,10,1
JetBlue,DFW,JFK,6/12/2024 21:41,52,Delayed,405.55,5,0
United,JFK,DEN,22/12/2023 23:57,176,On-time,357.69,5,1
Delta,ORD,ORD,16/10/2024 1:58,230,On-time,272.41,15,1
JetBlue,DEN,ATL,17/11/2024 4:14,119,On-time,419.88,8,0
JetBlue,ATL,DEN,8/9/2023 17:47,120,On-time,324.49,19,0
United,DEN,LAX,16/4/2025 14:17,175,On-time,278.21,4,0
United,JFK,LAX,19/8/2024 14:24,149,On-time,370.43,22,0
Southwest,SEA,DEN,25/3/2024 8:16,210,On-time,348.28,8,0
JetBlue,SEA,ORD,18/4/2025 10:04,135,On-time,184.23,9,0
JetBlue,SEA,LAX,10/8/2024 3:28,133,On-time,412.61,1,0
JetBlue,DEN,DFW,18/7/2024 12:22,237,On-time,234.31,6,0
Southwest,DFW,SEA,8/10/2023 23:45,274,On-time,296.74,21,0
Southwest,SFO,JFK,1/6/2023 0:14,160,On-time,333.81,10,0
Southwest,SEA,SFO,10/5/2023 19:00,66,On-time,398.86,14,0
American Airlines,SEA,ORD,14/4/2024 9:23,238,On-time,358.64,24,0
United,SFO,JFK,16/10/2024 12:09,160,On-time,314.83,11,0
Southwest,SFO,JFK,21/2/2025 7:47,131,On-time,578.58,0,0
Delta,LAX,ORD,19/9/2023 18:05,132,Cancelled,416.82,21,1
American Airlines,SEA,DFW,24/3/2024 16:10,140,On-time,550.62,3,0
Delta,ORD,DEN,2/3/2025 3:51,60,On-time,262.25,13,0
JetBlue,DFW,LAX,29/8/2023 10:52,226,On-time,485.82,8,0
American Airlines,ATL,ATL,29/4/2024 4:04,148,On-time,232.09,0,0
Delta,LAX,JFK,13/3/2024 1:42,240,On-time,230.15,5,0
Southwest,LAX,LAX,22/5/2024 18:06,223,On-time,434.00,3,0
Southwest,ORD,DEN,13/10/2024 19:16,135,Delayed,263.03,0,1
American Airlines,DEN,DEN,19/7/2023 2:12,226,On-time,510.35,2,1
American Airlines,SEA,DEN,20/2/2025 18:13,191,On-time,360.29,8,0
Southwest,ORD,DFW,17/1/2025 8:45,130,On-time,227.98,12,0
United,DFW,ATL,24/2/2025 14:44,80,On-time,204.45,86,0
American Airlines,LAX,DEN,30/11/2023 1:07,148,On-time,450.45,1,0
American Airlines,JFK,SFO,7/2/2024 15:42,380,On-time,174.10,10,0
Delta,ATL,DFW,23/7/2024 5:20,178,On-time,526.38,1,0
American Airlines,ORD,ATL,18/5/2024 0:56,139,Delayed,266.21,3,1
United,SFO,ATL,15/8/2024 14:08,258,Delayed,314.74,6,0
JetBlue,ATL,JFK,14/10/2024 1:50,208,On-time,415.42,1,0
Delta,LAX,JFK,21/4/2024 15:43,36,On-time,426.20,2,0
Southwest,DEN,DFW,7/4/2024 8:03,128,Delayed,285.69,8,0
Delta,DEN,SEA,24/3/2025 8:15,166,Delayed,247.62,27,0
United,SFO,ATL,17/7/2024 9:23,184,On-time,384.63,16,0
Delta,DEN,DEN,25/8/2023 23:59,137,On-time,342.48,1,0
Delta,ORD,DFW,2/9/2023 0:09,183,On-time,190.10,8,0
Delta,ORD,LAX,17/8/2024 6:25,119,On-time,346.23,4,0
JetBlue,DEN,ATL,15/7/2024 0:17,93,On-time,322.78,12,0
Southwest,JFK,LAX,8/1/2025 13:25,138,Delayed,188.79,13,1
United,DEN,SFO,1/2/2025 2:29,168,On-time,393.27,5,0
American Airlines,DEN,DFW,17/5/2023 2:33,147,On-time,294.62,7,0
American Airlines,LAX,ORD,29/7/2023 15:27,212,On-time,276.58,2,0
Delta,ATL,ORD,17/11/2023 10:50,179,On-time,294.51,38,0
American Airlines,DEN,ATL,12/8/2023 17:19,95,On-time,451.20,4,0
JetBlue,JFK,LAX,29/12/2024 3:09,177,Cancelled,513.98,5,0
Southwest,JFK,JFK,13/1/2025 3:59,133,Cancelled,255.20,27,0
American Airlines,SEA,ORD,13/11/2024 20:28,183,On-time,442.28,1,0
Delta,SEA,JFK,17/7/2023 20:33,176,On-time,474.36,12,1
JetBlue,DEN,ORD,2/10/2023 11:23,279,On-time,518.16,0,0
JetBlue,LAX,JFK,21/11/2024 20:28,164,On-time,369.13,20,0
JetBlue,SEA,DEN,13/8/2024 0:32,161,Delayed,364.14,10,0
Delta,SFO,ORD,27/5/2024 15:16,201,Delayed,262.91,8,0
Southwest,LAX,SFO,25/9/2024 14:23,125,Delayed,499.83,4,0
Delta,SEA,ATL,1/4/2025 11:11,139,On-time,386.42,15,0
Delta,SFO,DFW,17/10/2024 21:21,223,On-time,168.43,3,0
JetBlue,ORD,JFK,25/12/2024 0:29,92,Cancelled,299.84,0,0
Southwest,DEN,SFO,9/3/2025 10:45,201,On-time,370.10,11,0
American Airlines,LAX,LAX,5/3/2024 15:48,221,On-time,77.16,23,1
American Airlines,SEA,DFW,11/1/2025 16:48,202,On-time,279.26,22,0
Southwest,SEA,DEN,14/9/2024 8:03,231,On-time,188.48,14,0
Delta,DEN,ORD,5/10/2024 5:25,193,On-time,380.53,13,1
United,DFW,SFO,24/4/2024 10:52,175,On-time,296.40,5,0
Delta,LAX,ORD,7/1/2025 4:52,158,On-time,272.78,37,0
American Airlines,LAX,SEA,10/7/2024 16:21,190,On-time,244.78,3,0
American Airlines,DFW,SFO,7/7/2024 6:44,151,On-time,351.95,8,1
American Airlines,DEN,DFW,28/2/2025 14:24,150,Delayed,448.42,0,1
JetBlue,SEA,DFW,24/12/2024 9:35,62,Delayed,464.36,13,1
Delta,SFO,DFW,10/11/2023 3:05,117,On-time,291.98,5,0
American Airlines,ATL,SFO,20/3/2024 17:11,119,On-time,357.90,2,0
American Airlines,ORD,LAX,16/2/2024 4:30,221,Delayed,291.18,4,0
Delta,SEA,SEA,24/10/2024 12:34,121,On-time,476.11,34,1
American Airlines,DFW,LAX,26/10/2023 23:45,205,Delayed,195.75,30,0
Delta,ORD,SEA,24/12/2024 17:11,168,On-time,325.52,3,0
JetBlue,LAX,ORD,6/1/2025 1:27,176,Delayed,245.67,3,0
Southwest,DEN,DEN,12/1/2025 18:21,172,On-time,325.05,3,1
American Airlines,SEA,ATL,28/11/2023 15:09,164,On-time,240.28,1,0
Delta,SFO,DFW,14/8/2023 16:04,199,Delayed,250.80,11,0
Delta,DFW,ATL,20/10/2023 18:22,174,On-time,362.58,14,0
Southwest,LAX,JFK,9/6/2023 21:09,230,On-time,352.90,6,0
Delta,ORD,ATL,31/7/2024 16:39,119,On-time,457.63,3,0
American Airlines,SEA,SFO,14/4/2025 18:59,56,Delayed,126.56,2,0
United,ORD,SEA,10/6/2023 15:52,131,On-time,233.82,13,0
United,JFK,SFO,7/4/2025 21:04,237,On-time,224.47,9,1
American Airlines,SFO,ORD,30/11/2023 6:47,81,On-time,218.09,2,0
United,ATL,DEN,21/4/2024 13:58,71,On-time,298.91,10,0
JetBlue,JFK,DEN,4/1/2024 12:48,193,On-time,316.04,8,0
JetBlue,DFW,LAX,30/9/2024 6:33,148,Delayed,383.99,10,0
Delta,LAX,JFK,11/12/2024 16:39,223,On-time,300.42,21,0
Delta,JFK,DFW,18/7/2024 9:54,249,On-time,267.78,12,1
American Airlines,DFW,DEN,2/9/2024 3:39,169,On-time,431.07,0,0
United,ATL,SFO,14/2/2025 0:01,201,Cancelled,284.41,3,0
United,DFW,SFO,7/2/2025 3:33,161,Delayed,327.62,10,0
United,ORD,SFO,28/4/2024 20:07,70,On-time,392.05,2,0
United,ATL,JFK,4/3/2024 2:29,203,On-time,222.78,25,0
Southwest,LAX,ATL,30/8/2024 8:59,233,On-time,335.34,0,1
JetBlue,JFK,SFO,18/8/2023 15:39,197,On-time,442.16,8,0
United,ATL,SEA,10/1/2025 14:26,170,On-time,568.16,7,0
JetBlue,SFO,ATL,21/3/2025 4:39,165,Cancelled,141.89,23,0
JetBlue,JFK,ORD,29/5/2023 23:24,165,On-time,299.32,7,0
Delta,SEA,ATL,25/1/2025 21:54,39,On-time,462.70,7,0
Southwest,DFW,ORD,3/6/2023 22:23,200,On-time,344.32,6,0
Delta,ORD,ATL,4/3/2024 1:11,101,On-time,375.07,19,0
Delta,SFO,LAX,30/11/2023 19:58,176,On-time,174.15,20,0
United,DEN,ORD,7/6/2023 17:48,170,On-time,305.47,2,1
Southwest,DFW,DEN,18/10/2024 22:40,177,Delayed,404.63,8,0
United,SEA,ORD,1/9/2024 10:33,217,On-time,252.52,23,0
United,SEA,ORD,28/9/2023 23:38,75,On-time,391.84,10,1
Southwest,ORD,DEN,7/6/2024 16:45,163,On-time,423.25,12,0
JetBlue,SFO,ORD,17/2/2024 3:49,113,On-time,278.91,25,0
Delta,ORD,SEA,25/11/2023 11:59,332,On-time,285.61,38,0
Delta,ATL,ORD,26/4/2023 8:04,223,On-time,327.73,3,0
United,JFK,SEA,19/11/2023 23:31,212,On-time,387.79,4,0
United,DEN,DFW,15/6/2023 22:44,184,On-time,308.71,2,0
United,ATL,ORD,22/12/2024 12:03,277,On-time,194.66,15,0
American Airlines,JFK,DFW,23/6/2023 3:45,211,On-time,332.58,5,0
Southwest,JFK,ATL,21/10/2023 12:05,289,Delayed,378.16,14,0
Delta,LAX,DEN,2/7/2024 22:46,214,On-time,209.08,3,1
United,ORD,LAX,22/1/2024 1:51,199,On-time,439.12,1,0
Southwest,DFW,ORD,13/10/2023 20:00,285,On-time,310.85,4,0
Delta,DEN,ATL,24/3/2024 14:18,207,Delayed,358.24,1,0
JetBlue,JFK,DFW,7/1/2025 15:30,234,On-time,338.89,10,0
Southwest,LAX,LAX,14/3/2024 2:24,173,On-time,335.17,10,0
United,SFO,DEN,23/9/2024 19:51,216,Delayed,183.08,13,0
Delta,ORD,DEN,4/1/2025 22:45,204,On-time,338.30,6,0
United,DEN,SFO,15/10/2024 19:28,165,On-time,245.73,3,0
JetBlue,SFO,LAX,16/11/2024 2:56,131,On-time,400.03,13,0
American Airlines,DEN,SFO,6/3/2025 6:21,167,On-time,154.74,2,0
United,JFK,JFK,6/8/2024 1:19,142,Delayed,280.67,4,0
Delta,DEN,JFK,25/8/2023 20:43,169,On-time,389.98,11,1
American Airlines,SFO,ORD,23/3/2024 7:56,253,On-time,423.31,16,0
Delta,DFW,SEA,1/5/2023 4:19,134,On-time,357.77,5,0
Delta,ATL,SEA,4/12/2023 6:44,231,On-time,490.66,13,0
United,SFO,JFK,22/3/2025 3:39,238,On-time,397.91,1,0
American Airlines,LAX,SFO,19/9/2024 5:32,218,On-time,530.48,0,0
American Airlines,DFW,DFW,24/8/2023 14:27,167,On-time,397.58,5,1
JetBlue,SFO,SFO,21/11/2024 16:31,151,Delayed,442.92,0,1
Delta,DEN,DFW,10/3/2025 17:47,160,On-time,479.02,12,0
United,DFW,SFO,24/5/2023 10:19,149,On-time,218.47,3,0
Southwest,DFW,DEN,10/7/2024 4:15,92,On-time,384.51,3,0
United,LAX,SFO,15/4/2025 8:13,180,On-time,318.81,30,0
American Airlines,DEN,LAX,30/7/2023 12:45,232,On-time,353.83,23,1
JetBlue,ORD,DEN,30/9/2024 10:24,225,On-time,434.12,32,0
Delta,LAX,JFK,14/5/2023 16:35,150,On-time,257.10,16,0
American Airlines,LAX,ORD,24/5/2023 4:25,153,On-time,396.68,17,1
JetBlue,SEA,ATL,12/8/2023 14:36,318,On-time,356.58,23,0
JetBlue,SEA,JFK,24/5/2024 21:33,245,On-time,462.00,7,0
Delta,SEA,JFK,27/6/2023 19:49,313,On-time,263.99,2,0
Southwest,SEA,SEA,21/1/2025 23:40,263,On-time,388.90,8,0
Southwest,SFO,LAX,5/11/2023 7:06,65,On-time,300.44,4,0
United,DFW,SEA,14/4/2025 4:43,122,On-time,301.02,1,1
American Airlines,LAX,DFW,28/3/2024 11:17,161,On-time,366.95,3,0
Southwest,ATL,ATL,21/2/2024 2:03,45,On-time,343.05,3,0
JetBlue,DFW,SFO,5/8/2023 3:00,201,On-time,479.75,1,0
Southwest,SEA,SEA,21/6/2023 17:01,189,On-time,330.81,12,1
JetBlue,DEN,DEN,22/10/2023 19:58,197,On-time,370.50,13,0
United,DFW,JFK,31/8/2023 16:52,98,On-time,387.97,3,0
Delta,ORD,LAX,23/10/2023 6:41,275,On-time,479.58,9,0
Southwest,ORD,LAX,14/3/2025 22:52,228,On-time,287.97,2,0
Southwest,LAX,DFW,8/6/2024 17:26,127,On-time,247.73,9,0
United,JFK,DFW,18/11/2024 17:37,230,Cancelled,442.91,11,1
United,ATL,SEA,27/4/2023 11:04,76,On-time,89.26,7,0
United,DEN,ATL,31/3/2025 11:57,216,On-time,319.29,7,0
United,SEA,LAX,9/5/2024 15:32,235,On-time,345.86,17,0
United,SEA,LAX,26/5/2023 1:26,113,On-time,290.60,1,0
American Airlines,DFW,ORD,25/8/2023 18:01,166,On-time,450.69,15,0
JetBlue,ORD,LAX,20/5/2024 17:50,209,Delayed,184.98,7,0
American Airlines,DFW,DEN,31/12/2024 19:37,-4,Delayed,268.27,9,1
United,JFK,SEA,29/6/2024 20:56,202,On-time,302.97,1,0
Southwest,LAX,LAX,25/9/2024 6:39,217,On-time,311.17,1,0
American Airlines,LAX,ATL,1/5/2023 17:09,229,On-time,312.39,2,0
Delta,ORD,DEN,13/10/2023 22:46,184,On-time,430.28,8,1
United,ATL,SFO,6/2/2024 22:25,205,Cancelled,210.70,22,0
American Airlines,DEN,ATL,15/3/2024 7:34,241,Delayed,218.86,6,1
Southwest,DEN,SEA,17/1/2025 10:28,203,On-time,213.92,21,0
American Airlines,ATL,LAX,8/3/2025 0:38,243,Delayed,354.98,6,0
United,SEA,ATL,25/4/2024 14:59,196,On-time,304.67,16,0
JetBlue,ATL,SFO,23/10/2023 4:03,184,On-time,353.87,12,0
Southwest,ATL,JFK,13/7/2023 11:12,41,On-time,192.97,10,0
JetBlue,ORD,ATL,2/2/2024 0:49,230,On-time,306.06,16,0
American Airlines,DEN,DEN,12/3/2024 2:22,243,On-time,509.97,4,0
Delta,DEN,ATL,8/2/2024 18:32,132,On-time,520.90,34,0
United,ATL,SFO,15/6/2024 12:50,262,On-time,475.08,6,0
United,SFO,SFO,9/2/2025 5:15,219,On-time,427.05,6,0
Southwest,LAX,SFO,13/5/2023 1:19,202,On-time,131.36,23,0
Delta,DFW,JFK,17/11/2024 22:31,237,Delayed,286.17,12,0
Delta,SEA,ORD,30/1/2025 16:38,128,Cancelled,488.01,15,1
Southwest,LAX,ORD,1/12/2024 11:10,161,On-time,275.76,3,0
United,ATL,ATL,15/1/2024 20:50,147,On-time,408.82,5,0
United,DEN,LAX,4/3/2025 2:25,205,On-time,336.24,10,0
JetBlue,ORD,DFW,20/3/2024 20:13,94,On-time,465.96,7,0
United,SFO,ATL,3/7/2024 2:03,256,On-time,471.59,2,0
American Airlines,JFK,ATL,27/7/2023 20:08,264,On-time,310.16,6,0
American Airlines,LAX,LAX,23/10/2023 13:46,129,Delayed,380.94,2,0
JetBlue,SFO,JFK,26/7/2024 23:44,169,On-time,396.06,5,0
United,ATL,LAX,10/9/2024 7:47,220,On-time,352.71,20,1
Delta,LAX,DEN,21/12/2024 19:59,316,On-time,550.38,23,1
JetBlue,LAX,DFW,11/1/2024 9:21,95,On-time,356.67,8,0
JetBlue,LAX,JFK,2/3/2024 20:56,107,On-time,302.80,14,1
JetBlue,SFO,SFO,7/8/2023 0:03,68,On-time,352.75,1,0
United,JFK,DFW,13/9/2024 13:52,232,On-time,437.08,10,0
Southwest,SEA,DFW,21/1/2024 20:27,167,On-time,321.38,22,0
United,LAX,SEA,18/4/2024 3:06,180,On-time,229.21,2,1
Southwest,SFO,SFO,2/11/2024 20:38,240,Delayed,366.02,0,0
JetBlue,DFW,DEN,30/12/2023 2:25,210,On-time,285.75,17,0
United,JFK,LAX,8/2/2025 22:42,289,On-time,416.95,22,0
American Airlines,DEN,SFO,18/12/2023 21:52,111,On-time,365.14,6,0
American Airlines,DEN,ORD,26/11/2024 5:55,217,On-time,306.66,2,0
Delta,SEA,JFK,26/8/2023 1:16,169,On-time,514.39,7,0
JetBlue,DFW,LAX,20/7/2024 23:24,260,On-time,272.46,3,0
American Airlines,LAX,DFW,5/9/2023 9:49,230,On-time,270.63,29,0
Delta,LAX,ORD,7/4/2025 19:13,82,On-time,283.43,16,0
Delta,SEA,DFW,5/1/2025 1:14,178,On-time,409.83,2,1
Delta,ORD,ORD,10/3/2024 3:22,235,On-time,258.72,3,0
JetBlue,LAX,ATL,14/11/2024 10:21,137,Delayed,323.97,2,0
JetBlue,SFO,ORD,9/2/2025 10:46,189,On-time,451.19,0,0
Southwest,JFK,ATL,3/12/2023 6:37,63,On-time,403.89,1,0
United,DEN,SFO,17/7/2024 7:50,199,Delayed,302.05,10,0
JetBlue,ATL,ORD,10/6/2023 11:22,89,On-time,477.33,1,1
American Airlines,ATL,JFK,18/2/2024 14:19,156,On-time,479.61,23,0
American Airlines,LAX,SFO,19/7/2024 6:48,203,On-time,308.38,10,0
Delta,ORD,DFW,17/7/2024 18:01,230,Delayed,391.62,12,0
Southwest,DFW,DFW,29/1/2025 11:35,113,On-time,352.84,8,0
United,JFK,DFW,31/10/2024 3:24,174,On-time,389.60,1,0
American Airlines,DEN,SFO,23/9/2023 1:43,197,On-time,297.81,21,0
JetBlue,LAX,SEA,27/2/2024 23:44,197,On-time,380.19,4,0
United,SEA,JFK,25/3/2024 22:40,276,On-time,169.05,16,0
Southwest,ATL,ATL,26/3/2024 16:29,53,Delayed,344.29,21,0
Delta,SFO,LAX,29/9/2024 13:40,255,Delayed,385.42,2,0
JetBlue,JFK,DEN,21/12/2024 15:13,274,On-time,323.37,3,0
American Airlines,DEN,DEN,25/5/2023 9:58,75,On-time,305.62,3,0
United,DFW,JFK,7/1/2024 7:12,202,On-time,326.42,5,0
American Airlines,SFO,LAX,19/10/2023 23:22,259,Delayed,301.88,12,0
JetBlue,DEN,ORD,10/8/2023 3:36,161,On-time,83.30,5,0
Delta,ATL,ORD,5/3/2024 7:26,173,On-time,306.76,34,1
American Airlines,DEN,SEA,11/8/2024 3:22,124,On-time,358.65,7,0
Southwest,SEA,ORD,15/1/2025 8:27,190,On-time,482.18,5,0
JetBlue,SEA,ORD,4/10/2023 21:15,220,Delayed,453.70,10,1
Southwest,DFW,ORD,1/10/2023 10:48,137,On-time,339.46,19,0
Delta,ATL,JFK,8/2/2025 18:05,169,On-time,226.60,14,0
JetBlue,SFO,ATL,6/6/2023 7:38,236,On-time,204.65,8,1
JetBlue,SFO,ORD,24/5/2023 13:51,266,Delayed,280.02,14,0
Delta,SFO,DFW,17/2/2025 6:38,187,On-time,303.10,24,1
American Airlines,LAX,DEN,3/6/2024 0:59,190,On-time,398.21,27,1
JetBlue,SFO,JFK,3/3/2025 9:14,158,On-time,393.13,9,0
Delta,JFK,ATL,7/7/2023 11:40,112,On-time,220.99,9,0
